f_60,f_120,f_180,f_240,f_300,f_360,f_420,f_480,f_540,f_600,f_660,f_720,f_780,f_840,f_900,f_960,f_1020,f_1080,f_1140,f_1200,device
0.05033308645861262,0.0,0.01467614171113642,0.0,0.01299852156756277,0.0030108478425241985,0.006827211444248938,0.0011988003611577342,0.0004894829274209397,0.001158066965111287,0.0028261890059580086,0.0007661253372596764,0.002804903397056588,0.0,0.0011157970065984867,0.000540737147988023,0.001074299364671704,0.00041291058192863896,0.0009791815238247153,0.0007242020574228315,microwave
0.04293518980541034,0.0,0.020715034344592338,0.0,0.01702037420278735,0.0,0.006085138389176047,0.0013501325410383667,0.0016741747945336932,0.002207065630020982,0.003958429055556744,0.0,0.0038270633238300694,0.0007572916694518492,0.0018279496273107582,0.0009243254753328556,0.002002884271137881,0.0013532411778757012,0.0,0.0013705882643315018,microwave
0.041059732716027274,0.0,0.021709874910400564,0.0033392023724500967,0.014147899268873056,0.00272434582354673,0.009262166298102998,0.003692533762473925,0.0018029440911182847,0.0,0.004174069466401902,0.0017251423937200037,0.0021969787011242616,0.0019574548448254535,0.0008566289601555286,0.0013644264802070622,0.0014210428992788022,0.0,0.0017255679069370616,0.0,microwave
0.04538637998100205,0.0,0.014240421198263752,0.0,0.016941640471846375,0.0032603150219808765,0.008512000794515742,0.0029533738395261556,0.002746572821263207,0.0028795388380754693,0.004159366653247936,0.0013417161451365074,0.0027256489080614787,0.0,0.001712377981204119,0.0012158045931323865,0.0011939704998786041,0.0008769052291268064,0.0011021655549594423,0.0015486675848704714,microwave
0.05064971178579464,0.0,0.01481876455329923,0.0033304738089241686,0.01355750763052453,0.0,0.006695595018986492,0.0015344776059999566,0.0,0.0006317654451406613,0.003450375603066572,0.0008131323050035237,0.0029948289318683396,0.0,0.0011511510846804686,0.0,0.0010700914233840494,0.0,0.0012443458819646244,0.000751172366007285,microwave
0.047855699340940215,0.0,0.014684013124769899,0.0,0.014307325529110935,0.002075502171618834,0.008273545121093967,0.0018563167880754283,0.0018806218833631414,0.0,0.0038814884143525442,0.0,0.002779094877877269,0.0,0.001243057543610313,0.0008582393389529043,0.0008538149578856815,0.0010751537057647814,0.0,0.0,microwave
0.04260158773702609,0.0,0.0213610126290214,0.0037422028648619095,0.01580024904886863,0.0,0.005490540219708923,0.0014108267006101099,0.00199628964527185,0.002363803611993923,0.0038250638489283955,0.0010108091775554119,0.002993624066862734,0.0010418797079949416,0.0011006667242616308,0.0006801555226722519,0.001235203793221531,0.000869001840341593,0.0013026381555412104,0.0009934733673380932,microwave
0.041481906849484856,0.0,0.02058157950907762,0.0,0.015244899823677042,0.0,0.008390930978868566,0.00372922532771855,0.0024183903936806426,0.0,0.0043393149616385105,0.0013963547569342926,0.0020405804889684553,0.0,0.0012032201968895928,0.0010100373676786966,0.002106072280394563,0.0,0.0019094299686858067,0.0017362175835640703,microwave
0.045788739257215744,0.0,0.01371269712839797,0.0,0.016343621420082652,0.002897426101178419,0.009243222585544018,0.0,0.002025426326450378,0.002561110207954558,0.004344047428704259,0.002347980661321224,0.0033828216069723715,0.001240675055393387,0.0016492138635247967,0.0,0.001816149370422554,0.0016627622870274406,0.0,0.0014254619700778315,microwave
0.05050616685792566,0.0,0.01527855662827896,0.002850497156276123,0.013450000007984153,0.0,0.006913870701098724,0.0017698732624210761,0.0014353936823071724,0.0,0.00309003866915399,0.000789261187646947,0.0022420522300533757,0.0008339208782201712,0.0007877987783649961,0.0004659493965266743,0.0012171325886371736,0.0006531295904741982,0.0007512670302083116,0.0006579606897842968,microwave
0.04757115677795356,0.0,0.01477485811297512,0.0,0.014749480156350477,0.0019172612359884542,0.008728310567517848,0.0024031206392934696,0.002057637882233031,0.0,0.00411022243940074,0.0014235469267295702,0.0037341122596584488,0.0009460513424325967,0.00152296281192858,0.001317594684451673,0.0009963718074978679,0.0009918973313595967,0.001424305471913294,0.0010934132718098553,microwave
0.04217497300145052,0.0,0.021771608337179303,0.0034595034635251792,0.015498178107290069,0.0,0.005742574607021724,0.0023153254062350526,0.0017391634205297787,0.0021985662467750816,0.004500937883326113,0.0005321620322288357,0.0027983518980322667,0.0,0.0014739061399951425,0.0,0.001549494535862308,0.0008376779615044351,0.0018136130565034343,0.0,microwave
0.04145218805822885,0.0,0.02030883598812069,0.0,0.016076865817596497,0.003389498949373567,0.007577336858125391,0.0036180235021414124,0.0019410444230587903,0.0,0.003873570921596165,0.0,0.0016879078734732215,0.0,0.0018079217895810358,0.0010126427402869283,0.002122607657106209,0.0,0.0,0.0013197980835957701,microwave
0.04693430574388443,0.0,0.013408574681300816,0.0,0.015027327625998172,0.0019919325657995314,0.009184455378567123,0.002518600782200176,0.0024346396325777802,0.00218153575702064,0.0026944166466530083,0.002397271569889212,0.004239588107728704,0.0017380759059829373,0.0010856837813480239,0.001130741395322634,0.0020392551048138037,0.00153201943586092,0.0019406010174417515,0.0015570425357288031,microwave
0.0506379055895394,0.0,0.014843760683342025,0.0032553808115395374,0.013567967380640089,0.0,0.006700419138649257,0.0015473399545839536,0.0,0.0006563462215407493,0.00340247031335408,0.0007966124152827413,0.0029840900125687646,0.0,0.0011698071891301973,0.0,0.0010473232813424536,0.0,0.0011983636041705986,0.0007951973536190826,microwave
0.04661425187749549,0.0,0.015539473317219478,0.0,0.015725672598671237,0.002101078325195822,0.009341420615242178,0.0,0.0026430562452546824,0.0021201610208746472,0.004520875186433655,0.0017900139732193424,0.0032045559340716256,0.001229072609037655,0.0016562179681589313,0.0,0.001957630155917128,0.0,0.0018205780662496104,0.0014056483569653852,microwave
0.04200660921576722,0.0,0.022155030630316187,0.0032237691969938514,0.01446514690319306,0.0,0.006281389150566616,0.002450265026384777,0.001693734087567435,0.0,0.0034286304944608267,0.0010893591051732595,0.0017320676557970253,0.0011936344945317559,0.0011169512585052232,0.0012098771348852794,0.0,0.000942838907748532,0.0,0.0011550852439165754,microwave
0.04206700709010026,0.0,0.018984791640968165,0.0,0.017120182530583828,0.0,0.006397062546016246,0.002661864992006892,0.0018445771071270841,0.0017305765908366898,0.0026752715915544546,0.0,0.0035822468065716314,0.0015224453576873937,0.0021812124660036836,0.0,0.0018449002115915967,0.0013224769705236842,0.0017677013231123396,0.0012822214727750342,microwave
0.047511437793241316,0.0,0.013481362895073856,0.0,0.014276424873896063,0.002044402526286578,0.009108789853957452,0.0018391057526220308,0.0019152095653247284,0.001414383701985577,0.0030808162531856757,0.0,0.003988743006286716,0.0,0.0019111909198758356,0.001051256958930418,0.002193695677301871,0.0,0.0020325088907934647,0.0012454815533155866,microwave
0.05055449919562204,0.0,0.01525089220244568,0.0030045797558416426,0.013389355568048975,0.0,0.006842755408520264,0.001823570306616889,0.0013816530068569211,0.0,0.003042667609154174,0.0008234688058474075,0.0022034951124638817,0.000837891844874092,0.0007530091115901219,0.00046545479795523695,0.0012072237736311115,0.0005828761628120089,0.0007525189923829116,0.0006229804415908934,microwave
0.04606117299099925,0.0,0.016207132416802716,0.0,0.016375455544791105,0.0020755467085459252,0.009421606844332615,0.002601683769865409,0.0,0.0025523499237310775,0.00358705981097398,0.0016781603643196558,0.002702869123813821,0.0,0.0015806010647190028,0.0,0.0019494908530077145,0.001179342232786626,0.0013711353974757681,0.0,microwave
0.04152684259128399,0.0,0.0224991083236888,0.0030340030437047472,0.013760632027651275,0.0,0.0073322046140188064,0.0033912904454048505,0.0015393424962427571,0.0,0.0029749945056835357,0.00223736772628185,0.0020693465487008735,0.0,0.0018687478269578646,0.0,0.0018179968946691661,0.0015894252369863609,0.0,0.0015221802681252713,microwave
0.04223810922881094,0.0,0.018518153402799734,0.0,0.01775970980308925,0.00344231393734566,0.005773931337093753,0.0021738938290047807,0.001629582629220335,0.0015598282714718852,0.003223110569553349,0.0,0.003576897890093037,0.0012128005225575543,0.001475319527089012,0.001434830634374476,0.0011763049403397824,0.001130843005218552,0.0017524349563925873,0.0015625260521849613,microwave
0.048733369936393364,0.0,0.013677171095334971,0.0,0.013194650492535513,0.0026107308057384954,0.008263389919906,0.001805527956603391,0.0017805570834419902,0.0,0.002972469264226717,0.0,0.002927754469136233,0.0011903188783643746,0.0014320519543250879,0.0014037146494808174,0.0013567862019948419,0.0010400756441845465,0.0010070986387690222,0.0014644808143673518,microwave
0.05062692321473549,0.0,0.014898873456898458,0.0032830588545980153,0.013578890853270815,0.0,0.006661894112804116,0.00144953735584226,0.0,0.0006161686229022272,0.0034522228139962897,0.0008528339771964942,0.003063852477109646,0.0,0.001233891597713025,0.0,0.0010329316274080914,0.0,0.0012236699968283195,0.0007559038444884032,microwave
0.04500876038169576,0.0,0.017438051144345913,0.0,0.01713865540710011,0.002357602265222327,0.00925162575195834,0.0,0.0024848053690096124,0.0018091448345455596,0.002944565595479805,0.0,0.0,0.002157401095178432,0.0,0.0015103458479963816,0.001593412931605215,0.0014058096592155117,0.0011000967903727838,0.0,microwave
0.041503253809471605,0.0,0.022703066587939285,0.002237705252696446,0.012929055050340012,0.0024408737789121987,0.008313339326224687,0.0031391966543773534,0.0020298266687837356,0.0,0.002972556233402243,0.002341361070747346,0.0035520249636156916,0.0016501802583111513,0.0016700507293760834,0.0014269057839166347,0.0020783242724343636,0.001585733058415281,0.001883912629254726,0.0016136156139621614,microwave
